"","df_rent.Response_X","df_rent.Response_Y","df_rent.FarePerSquare","df_rent.cata"
"639",121.521814,25.052535,4642.857143,"low"
"640",121.565534,25.050247,3511.627907,"low"
"641",121.537948,25.051784,6666.666667,"high"
"642",121.550928,25.051424,2549.019608,"low"
"643",121.533131,25.045912,1875,"high"
"644",121.514099,25.054675,2150,"low"
"645",121.54399,25.041391,6000,"high"
"646",121.529111,25.04429,5744.680851,"high"
"647",121.524731,25.058197,4285.714286,"high"
"648",121.529111,25.04429,5714.285714,"high"
"649",121.527512,25.018735,2666.666667,"high"
"650",121.568494,25.05737,1600,"low"
"651",121.539794,25.058057,8000,"low"
"652",121.527046,25.023708,1428.571429,"high"
"653",121.548478,25.047618,15000,"high"
"654",121.53285,25.015886,1900,"high"
"655",121.522373,25.052663,2083.333333,"high"
"656",121.54399,25.041391,3035.714286,"high"
"657",121.525444,25.088439,3333.333333,"low"
"658",121.525444,25.088439,4000,"low"
"659",121.521516,25.057894,4000,"low"
"660",121.577392,25.047274,3888.888889,"high"
"661",121.559289,25.032233,1250,"high"
"662",121.549328,25.047842,4750,"low"
"663",121.528271,25.052291,3555.555556,"high"
"664",121.53285,25.015886,17500,"high"
"665",121.539794,25.058057,1473.684211,"high"
"666",121.521814,25.052535,4545.454545,"low"
"667",121.537948,25.051784,1809.635723,"low"
"668",121.537948,25.051784,2052.980132,"low"
"669",121.537948,25.051784,1812.080537,"low"
"670",121.533131,25.045912,3000,"high"
"671",121.529084,25.032495,2125,"high"
"672",121.52359,25.054858,2000,"high"
"673",121.545957,25.031498,3488.372093,"high"
"674",121.544268,25.048715,6153.846154,"low"
"675",121.523746,25.045626,1181.818182,"high"
"676",121.514825,25.065671,1155.115512,"low"
"677",121.51297,25.050552,2845.759818,"low"
"678",121.514217,25.071651,1276.386843,"low"
"679",121.524378,25.08385,1289.566237,"low"
"680",121.527224,25.024583,2774.694784,"high"
"681",121.575494,25.034424,1764.705882,"high"
"682",121.569086,25.038251,6000,"high"
"683",121.529111,25.04429,2419.354839,"high"
"684",121.54399,25.041391,2173.913043,"high"
"685",121.546868,25.080423,1785.714286,"high"
"686",121.525764,25.086654,2000,"low"
"687",121.543792,25.032595,5600,"high"
"688",121.521516,25.057894,4000,"low"
"689",121.54399,25.041391,3300,"high"
"690",121.546117,25.059831,2428.571429,"low"
"691",121.544202,25.036159,3285.714286,"high"
"692",121.519374,25.028204,5000,"high"
"693",121.497679,25.024817,826.0869565,"low"
"694",121.560966,25.028783,1125,"high"
"695",121.543792,25.032595,3066.666667,"high"
"696",121.530307,25.048402,3000,"high"
"697",121.561134,25.030699,3571.428571,"high"
"698",121.543792,25.032595,3571.428571,"high"
"699",121.544268,25.048715,3750,"high"
"700",121.553298,25.047912,3666.666667,"high"
"701",121.565242,25.041292,3920,"high"
"702",121.507953,25.042645,7500,"low"
"703",121.532475,25.043796,5000,"high"
"704",121.537308,25.05309,5555.555556,"high"
"705",121.552872,25.040578,6333.333333,"high"
"706",121.561134,25.030699,3666.666667,"high"
"707",121.553298,25.047912,3700,"high"
"708",121.544882,25.038231,5333.333333,"high"
"709",121.55643,25.058239,1969.69697,"low"
"710",121.553298,25.047912,4750,"high"
"711",121.570065,25.050049,4262.295082,"high"
"712",121.517531,25.045727,8500,"high"
"713",121.533245,25.04458,3950,"high"
"714",121.557644,25.047772,3431.372549,"high"
"715",121.54399,25.041391,22857.14286,"high"
"716",121.54399,25.041391,2191.011236,"high"
"717",121.533172,25.044697,1400,"high"
"718",121.557644,25.047772,4296.296296,"high"
"719",121.575004,25.056391,1500,"medium"
"720",121.528776,25.05658,2187.5,"high"
"721",121.51763,25.034352,3636.363636,"high"
"722",121.550678,25.039158,4166.666667,"high"
"723",121.55801,25.048635,1000,"low"
"724",121.524659,25.023391,1500,"high"
"725",121.525585,25.038065,2888.888889,"high"
"726",121.544131,25.047256,5312.5,"high"
"727",121.558091,25.05132,4210.526316,"low"
"728",121.527284,25.033148,4375,"high"
"729",121.54399,25.041391,2857.142857,"high"
"730",121.527156,25.051254,1679.427019,"high"
"731",121.557111,25.060134,1770.79853,"low"
"732",121.507142,25.047498,8059.701493,"low"
"733",121.527785,25.053913,2097.620008,"high"
"734",121.533172,25.044697,2000,"high"
"735",121.528271,25.052291,2127.659574,"high"
"736",121.558091,25.05132,2000,"low"
"737",121.557111,25.060134,1650,"low"
"738",121.551437,25.042759,4542.151163,"high"
"739",121.522781,25.051337,1500,"high"
"740",121.521977,25.049638,2777.777778,"high"
"741",121.553298,25.047912,4400,"high"
"742",121.533131,25.045912,1627.906977,"high"
"743",121.55643,25.058239,5777.777778,"low"
"744",121.5501,25.057935,3750,"low"
"745",121.570506,25.045405,1250,"high"
"746",121.522501,25.06039,2857.142857,"high"
"747",121.522501,25.06039,1754.385965,"high"
"748",121.546554,25.054034,3103.448276,"low"
"749",121.544882,25.038231,5000,"high"
"750",121.544268,25.048715,2432.432432,"high"
"751",121.536178,25.068455,1354.166667,"high"
"752",121.577392,25.047274,5500,"low"
"753",121.537372,25.056105,33846.15385,"high"
"754",121.544131,25.047256,2083.333333,"high"
"755",121.510677,25.110597,1666.666667,"low"
"756",121.546008,25.044847,2686.567164,"high"
"757",121.528204,25.063079,1666.666667,"high"
"758",121.568494,25.05737,1581.395349,"low"
"759",121.522755,25.064856,1428.571429,"high"
"760",121.552495,25.052508,2000,"low"
"761",121.561134,25.030699,3571.428571,"high"
"762",121.529934,25.05022,785.7142857,"high"
"763",121.552495,25.052508,1666.666667,"low"
"764",121.548527,25.059137,2444.444444,"low"
"765",121.544202,25.036159,2500,"high"
"766",121.556846,25.029444,3666.666667,"high"
"767",121.520615,25.030175,2317.073171,"high"
"768",121.557111,25.060134,3333.333333,"low"
"769",121.528652,25.024416,6842.105263,"high"
"770",121.523746,25.045626,2666.666667,"high"
"771",121.545006,25.043867,2117.647059,"high"
"772",121.528271,25.052291,4333.333333,"high"
"773",121.544268,25.048715,4000,"high"
"774",121.544131,25.047256,6000,"high"
"775",121.577361,25.039722,2600,"high"
"776",121.523221,25.026833,4000,"high"
"777",121.532475,25.043796,3888.888889,"high"
"778",121.536178,25.068455,1692.307692,"high"
"779",121.552583,25.031251,3000,"high"
"780",121.558091,25.05132,2571.428571,"low"
"781",121.565242,25.041292,3600,"high"
"782",121.561659,25.039627,2571.428571,"high"
"783",121.530307,25.048402,3833.333333,"high"
"784",121.55643,25.058239,6333.333333,"low"
"785",121.544127,25.033562,1578.947368,"high"
"786",121.565242,25.041292,4166.666667,"high"
"787",121.557111,25.060134,3000,"low"
"788",121.545957,25.031498,3200,"high"
"789",121.519611,25.046198,2000,"high"
"790",121.554355,25.031859,6250,"high"
"791",121.549328,25.047842,3000,"low"
"792",121.53338,25.042029,2285.714286,"high"
"793",121.5501,25.057935,6000,"low"
"794",121.565242,25.041292,1625,"high"
"795",121.561659,25.039627,2333.333333,"high"
"796",121.573323,25.063877,1800.986842,"medium"
"797",121.535973,25.066595,1055.555556,"high"
"798",121.546008,25.044847,3750,"high"
"799",121.533245,25.04458,2800,"high"
"800",121.524658,25.035516,7200,"high"
"801",121.545957,25.031498,2619.047619,"high"
"802",121.556912,25.058246,1538.461538,"low"
"803",121.545957,25.031498,2619.047619,"high"
"804",121.549185,25.031523,5263.157895,"high"
"805",121.557644,25.047772,5600,"high"
"806",121.544438,25.043976,1545.454545,"high"
"807",121.551437,25.042759,5714.285714,"high"
"808",121.546388,25.040882,3588.235294,"high"
"809",121.537921,25.062144,1400,"high"
"810",121.550678,25.039158,6800,"high"
"811",121.544268,25.048715,3000,"high"
"812",121.546008,25.044847,5000,"high"
"813",121.529018,25.039667,5000,"high"
"814",121.559289,25.032233,3500,"high"
"815",121.612784,25.068946,6083.136195,"medium"
"816",121.555905,25.000134,4500,"medium"
"817",121.548478,25.047618,3333.333333,"high"
"818",121.52314,25.10633,1407.407407,"low"
"819",121.523746,25.045626,1844.371844,"high"
"820",121.524321,25.063164,1090.909091,"high"
"821",121.555905,25.000134,1800,"medium"
"822",121.548254,25.036737,1692.307692,"high"
"823",121.539794,25.058057,2142.857143,"low"
"824",121.51166,25.054089,1593.406593,"low"
"825",121.611839,25.057765,1739.130435,"low"
"826",121.54399,25.041391,17924.5283,"high"
"827",121.548478,25.047618,6227.106227,"high"
"828",121.570065,25.050049,2600,"high"
"829",121.59081,25.08092,5063.291139,"medium"
"830",121.59081,25.08092,5408.163265,"medium"
"831",121.548478,25.047618,8500,"high"
"832",121.533131,25.045912,2678.571429,"high"
"833",121.612784,25.068946,3097.345133,"medium"
"834",121.522373,25.052663,4444.444444,"high"
"835",121.557644,25.047772,4338.731707,"high"
"836",121.557644,25.047772,4284.444444,"high"
"837",121.548478,25.047618,3571.428571,"high"
"838",121.55643,25.058239,3071.428571,"low"
"839",121.550678,25.039158,2352.941176,"high"
"840",121.557111,25.060134,2857.142857,"low"
"841",121.521814,25.052535,4844.444444,"low"
"842",121.562518,25.049107,1173.913043,"low"
"843",121.544131,25.047256,4000,"high"
"844",121.571559,25.080292,3500,"medium"
"845",121.560508,25.032204,1800,"high"
"846",121.558933,25.007118,2000,"medium"
"847",121.550678,25.039158,1333.333333,"high"
"848",121.53338,25.042029,6428.571429,"high"
"849",121.525764,25.086654,1515.151515,"low"
"850",121.54399,25.041391,507.6142132,"high"
"851",121.583823,25.045268,1500,"low"
"852",121.590244,25.07776,2089.552239,"medium"
"853",121.557644,25.047772,4772.2,"high"
"854",121.521924,25.079789,3645.833333,"low"
"855",121.52098,25.096272,883.3333333,"low"
"856",121.559115,25.085345,2181.818182,"medium"
"857",121.547018,25.038753,5128.205128,"high"
"858",121.562862,25.042462,4166.666667,"high"
"859",121.54399,25.041391,8823.529412,"high"
"860",121.522919,25.05203,6666.666667,"high"
"861",121.548478,25.047618,6428.571429,"high"
"862",121.559289,25.032233,3333.333333,"high"
"863",121.568494,25.05737,1136.363636,"low"
"864",121.558111,25.048117,1875,"low"
"865",121.557542,25.080394,4367.816092,"high"
"866",121.545995,24.99867,1710.526316,"medium"
"867",121.559289,25.032233,1923.076923,"high"
"868",121.537596,25.008783,1212.121212,"medium"
"869",121.54399,25.041391,7352.941176,"high"
"870",121.549328,25.047842,883.5341365,"low"
"871",121.551268,25.028149,2500,"high"
"872",121.515833,25.049103,1492.537313,"low"
"873",121.548478,25.047618,7833.333333,"high"
"874",121.50887,25.046011,1710,"low"
"875",121.519611,25.046198,3750,"high"
"876",121.52359,25.054858,2686.567164,"high"
"877",121.528271,25.052291,4242.424242,"high"
"878",121.532475,25.043796,9500,"high"
"879",121.544882,25.038231,7111.111111,"high"
"880",121.565242,25.041292,3508.064516,"high"
"881",121.553298,25.047912,3000,"high"
"882",121.559289,25.032233,1785.714286,"high"
"883",121.536039,25.025688,2410.25641,"high"
"884",121.506137,25.026127,4285.714286,"low"
"885",121.531493,25.025918,2222.222222,"high"
"886",121.511108,25.079065,883.3333333,"low"
"887",121.524498,25.101933,3750,"low"
"888",121.525404,25.087005,11785.71429,"low"
"889",121.565242,25.041292,1565.217391,"high"
"890",121.528776,25.05658,1076.923077,"high"
"891",121.518781,25.044768,2688.172043,"high"
"892",121.521814,25.052535,4000,"low"
"893",121.525764,25.086654,1851.851852,"low"
"894",121.59081,25.08092,1351.351351,"medium"
"895",121.537596,25.008783,1212.121212,"medium"
"896",121.553298,25.047912,7500,"high"
"897",121.50778,25.045814,30000,"low"
"898",121.526521,25.118856,2075,"low"
"899",121.524658,25.035516,4166.666667,"high"
"900",121.521424,25.062585,3111.111111,"low"
"901",121.565242,25.041292,3000,"high"
"902",121.547798,25.024482,2035.39823,"high"
"903",121.505547,25.034076,2121.212121,"low"
"904",121.537948,25.051784,987.654321,"high"
"905",121.537948,25.051784,6666.666667,"high"
"906",121.518632,25.063606,1704.545455,"low"
"907",121.507953,25.042645,3750,"low"
"908",121.511108,25.079065,1057.142857,"low"
"909",121.54399,25.041391,3815.384615,"high"
"910",121.54399,25.041391,12857.14286,"high"
"911",121.557542,25.080394,1852.941176,"high"
"912",121.54399,25.041391,6855.983773,"high"
"913",121.504124,25.033138,1857.142857,"high"
"914",121.544882,25.038231,3230.769231,"high"
"915",121.54399,25.041391,2191.011236,"high"
"916",121.525764,25.086654,2622.222222,"low"
"917",121.513878,25.06417,1155.555556,"low"
"918",121.519249,25.11111,1409.090909,"low"
"919",121.523746,25.045626,3166.666667,"high"
"920",121.511712,25.046306,4838.709677,"high"
"921",121.528752,25.016064,4200,"high"
"922",121.54399,25.041391,11000,"high"
"923",121.518632,25.063606,1216.216216,"low"
"924",121.544131,25.047256,4615.384615,"high"
"925",121.559289,25.032233,2285.714286,"high"
"926",121.526567,25.10302,1800,"low"
"927",121.557644,25.047772,1982.758621,"low"
"928",121.527785,25.053913,1071.428571,"high"
"929",121.554416,25.049372,2000,"low"
"930",121.551437,25.042759,14166.66667,"high"
"931",121.548478,25.047618,6000,"high"
"932",121.506911,25.043296,7500,"low"
"933",121.552872,25.040578,4500,"high"
"934",121.514276,25.046205,2250,"high"
"935",121.569086,25.038251,2000,"high"
"936",121.54399,25.041391,2666.666667,"high"
"937",121.549328,25.047842,3000,"low"
"938",121.537308,25.05309,2250,"high"
"939",121.528271,25.052291,2200,"high"
"940",121.54399,25.041391,4666.666667,"high"
"941",121.537372,25.056105,3100,"high"
"942",121.558091,25.05132,6000,"low"
"943",121.51466,25.045232,3333.333333,"high"
"944",121.557644,25.047772,2300,"low"
"945",121.519124,25.053591,5500,"low"
"946",121.551437,25.042759,6000,"high"
"947",121.517376,25.034307,972.2222222,"high"
"948",121.568165,25.045872,1733.333333,"high"
"949",121.527987,25.063311,1309.52381,"high"
"950",121.530288,25.119226,1777.777778,"low"
"951",121.59081,25.08092,1290.322581,"medium"
"952",121.557644,25.047772,2500,"high"
"953",121.571988,25.048875,2666.666667,"high"
"954",121.53338,25.042029,2200,"high"
"955",121.54399,25.041391,7500,"high"
"956",121.54399,25.041391,1466.666667,"high"
"957",121.521814,25.052535,4200,"high"
"958",121.536039,25.025688,1700,"high"
"959",121.505962,25.046706,2833.333333,"low"
"960",121.524658,25.035516,6250,"high"
"961",121.54945,25.043615,6533.333333,"high"
"962",121.554355,25.031859,6250,"high"
"963",121.540305,25.047037,2450,"high"
"964",121.536039,25.025688,1000,"high"
"965",121.526567,25.10302,1750,"low"
"966",121.507142,25.047498,12121.21212,"low"
"967",121.51466,25.045232,1851.851852,"high"
"968",121.507953,25.042645,8333.333333,"low"
"969",121.558111,25.048117,3333.333333,"low"
"970",121.509372,25.04762,8000,"low"
"971",121.529727,25.033236,4444.444444,"high"
"972",121.523931,25.060435,3600,"high"
"973",121.577392,25.047274,2600,"low"
"974",121.583578,25.069284,2191.780822,"medium"
"975",121.536729,25.046543,1904.761905,"high"
"976",121.524731,25.058197,2000,"high"
"977",121.557644,25.047772,2777.777778,"high"
"978",121.54399,25.041391,6222.222222,"high"
"979",121.549185,25.031523,4000,"high"
"980",121.550701,25.041756,5769.230769,"high"
"981",121.549185,25.031523,8571.428571,"high"
"982",121.546117,25.059831,2142.857143,"low"
"983",121.544233,25.02831,3733.333333,"high"
"984",121.552583,25.031251,2625.766871,"high"
"985",121.554973,25.041924,5000,"high"
"986",121.544882,25.038231,4285.714286,"high"
"987",121.558091,25.05132,1830.985915,"low"
"988",121.527046,25.023708,7058.823529,"high"
"989",121.552583,25.031251,2500,"high"
"990",121.557644,25.047772,2803.030303,"high"
"991",121.507953,25.042645,1800,"low"
"992",121.568494,25.05737,1951.219512,"low"
"993",121.494168,25.0262,3260.869565,"low"
"994",121.515486,25.02969,1375,"high"
"995",121.52906,25.096419,7777.777778,"low"
"996",121.558111,25.048117,1756.097561,"low"
"997",121.550205,25.03291,1666.666667,"high"
"998",121.54264,25.051275,2400,"high"
"999",121.550928,25.051424,2250,"low"
"1000",121.552583,25.031251,1000,"high"
"1001",121.547798,25.024482,2166.666667,"high"
"1002",121.544131,25.047256,2142.857143,"high"
"1003",121.528652,25.024416,3750,"high"
"1004",121.558091,25.05132,3750,"low"
"1005",121.53285,25.015886,6666.666667,"high"
"1006",121.519611,25.046198,5200,"high"
"1007",121.53285,25.015886,3600,"high"
"1008",121.524658,25.035516,4000,"high"
"1009",121.544127,25.033562,3920,"high"
"1010",121.543792,25.032595,4166.666667,"high"
"1011",121.534549,25.025397,4000,"high"
"1012",121.55643,25.058239,5000,"low"
"1013",121.574048,25.065478,2213.333333,"medium"
"1014",121.525404,25.087005,7307.692308,"low"
"1015",121.54399,25.041391,3846.153846,"high"
"1016",121.505962,25.046706,3333.333333,"low"
"1017",121.504713,25.031391,1099.47644,"low"
"1018",121.550678,25.039158,7200,"high"
"1019",121.517531,25.045727,4126.984127,"high"
"1020",121.565242,25.041292,5000,"high"
"1021",121.530288,25.119226,1197.60479,"low"
"1022",121.529934,25.05022,955.5555556,"high"
"1023",121.551268,25.028149,2000,"high"
"1024",121.521424,25.062585,1175.406872,"high"
"1025",121.585508,25.063051,1540.492958,"medium"
"1026",121.546008,25.044847,14285.71429,"high"
"1027",121.566227,25.050637,2500,"low"
"1028",121.554335,25.03637,2000,"high"
"1029",121.532475,25.043796,2857.142857,"high"
"1030",121.565957,25.050653,21250,"low"
"1031",121.558091,25.05132,3673.469388,"low"
"1032",121.536039,25.025688,5000,"high"
"1033",121.544268,25.048715,7173.913043,"low"
"1034",121.507974,25.044561,2083.333333,"low"
"1035",121.544127,25.033562,4605.263158,"high"
"1036",121.544127,25.033562,1477.272727,"high"
"1037",121.559289,25.032233,2068.965517,"high"
"1038",121.539604,25.042253,2596.153846,"high"
"1039",121.505547,25.034076,3148.148148,"high"
"1040",121.553298,25.047912,3225.806452,"high"
"1041",121.552583,25.031251,2790.697674,"high"
"1042",121.557644,25.047772,1666.666667,"high"
"1043",121.544268,25.048715,3250,"low"
"1044",121.546008,25.044847,4500,"high"
"1045",121.534659,25.049634,4090.909091,"high"
"1046",121.559289,25.032233,1630.434783,"high"
"1047",121.546008,25.044847,7500,"high"
"1048",121.549328,25.047842,3333.333333,"low"
"1049",121.534659,25.049634,3950,"high"
"1050",121.553298,25.047912,3333.333333,"high"
"1051",121.546008,25.044847,4250,"high"
"1052",121.583578,25.069284,2425.742574,"medium"
"1053",121.530717,25.053594,1666.666667,"high"
"1054",121.546048,25.046825,2285.714286,"low"
"1055",121.553298,25.047912,2272.727273,"high"
"1056",121.51166,25.054089,1128.205128,"low"
"1057",121.554355,25.031859,8666.666667,"high"
"1058",121.533131,25.045912,3508.047875,"high"
"1059",121.515575,25.116009,3846.153846,"low"
"1060",121.54399,25.041391,6060.606061,"high"
"1061",121.528652,25.024416,6153.846154,"high"
"1062",121.533131,25.045912,2142.857143,"high"
"1063",121.5501,25.057935,4666.666667,"low"
"1064",121.546008,25.044847,4666.666667,"high"
"1065",121.547798,25.024482,3000,"high"
"1066",121.557111,25.060134,2475,"low"
"1067",121.524658,25.035516,3125,"high"
"1068",121.546008,25.044847,7500,"high"
"1069",121.524658,25.035516,3000,"high"
"1070",121.544202,25.036159,3000,"high"
"1071",121.521516,25.057894,4500,"low"
"1072",121.527224,25.024583,3333.333333,"high"
"1073",121.51466,25.045232,5375,"high"
"1074",121.544127,25.033562,3300,"high"
"1075",121.523931,25.060435,3454.545455,"high"
"1076",121.612784,25.068946,6250,"medium"
"1077",121.524658,25.035516,3714.285714,"high"
"1078",121.54399,25.041391,4000,"high"
"1079",121.557644,25.047772,4000,"high"
"1080",121.546008,25.044847,2466.666667,"high"
"1081",121.529111,25.04429,3750,"high"
"1082",121.537948,25.051784,4000,"high"
"1083",121.537308,25.05309,1280,"high"
"1084",121.523746,25.045626,2666.666667,"high"
"1085",121.530491,25.042334,2333.333333,"high"
"1086",121.54399,25.041391,28571.42857,"high"
"1087",121.547798,25.024482,2035.39823,"high"
"1088",121.568165,25.045872,2266.666667,"high"
"1089",121.52359,25.054858,2910.346529,"high"
"1090",121.524658,25.035516,3833.333333,"high"
"1091",121.558091,25.05132,5666.666667,"low"
"1092",121.542028,25.047496,2720,"high"
"1093",121.557644,25.047772,3571.428571,"high"
"1094",121.557644,25.047772,3000,"high"
"1095",121.536039,25.025688,2000,"high"
"1096",121.521814,25.052535,4900,"high"
"1097",121.552583,25.031251,3684.210526,"high"
"1098",121.536039,25.025688,3266.666667,"high"
"1099",121.557111,25.060134,2302.325581,"low"
"1100",121.544882,25.038231,5000,"high"
"1101",121.532475,25.043796,2272.727273,"high"
"1102",121.52359,25.054858,1888.888889,"high"
"1103",121.544127,25.033562,6486.486486,"high"
"1104",121.546008,25.044847,5000,"high"
"1105",121.506717,25.041589,888.8888889,"low"
"1106",121.498274,25.032222,1000,"low"
"1107",121.543792,25.032595,3500,"high"
"1108",121.514358,25.059641,1142.857143,"low"
"1109",121.520929,25.060556,583.9416058,"high"
"1110",121.55643,25.058239,8235.294118,"low"
"1111",121.568494,25.05737,1400,"low"
"1112",121.536039,25.025688,2722.222222,"high"
"1113",121.546008,25.044847,6875,"high"
"1114",121.546008,25.044847,4605.263158,"high"
"1115",121.526567,25.10302,2380.952381,"low"
"1116",121.527273,25.104214,2777.777778,"low"
"1117",121.554355,25.031859,2857.142857,"high"
"1118",121.565242,25.041292,3500,"high"
"1119",121.537921,25.062144,3636.363636,"high"
"1120",121.52359,25.054858,4900,"high"
"1121",121.50887,25.046011,1818.181818,"low"
"1122",121.507953,25.042645,4285.714286,"low"
"1123",121.54399,25.041391,6521.73913,"high"
"1124",121.516171,25.045373,5357.142857,"high"
"1125",121.517099,25.050143,2500,"low"
"1126",121.523746,25.045626,2209.302326,"high"
"1127",121.517531,25.045727,8000,"high"
"1128",121.580841,25.044275,3500,"low"
"1129",121.580841,25.044275,3500,"low"
"1130",121.525444,25.088439,3333.333333,"low"
"1131",121.513383,25.046698,2666.666667,"high"
"1132",121.523746,25.045626,2413.793103,"high"
"1133",121.523746,25.045626,2413.793103,"high"
"1134",121.523746,25.045626,3919.2041,"high"
"1135",121.523746,25.045626,2666.666667,"high"
"1136",121.524658,25.035516,4000,"high"
"1137",121.526567,25.10302,1375,"low"
"1138",121.557644,25.047772,4285.714286,"low"
"1139",121.548359,25.051549,2800,"low"
"1140",121.540305,25.047037,1500,"high"
"1141",121.552583,25.031251,4609.929078,"high"
"1142",121.544268,25.048715,1500,"high"
"1143",121.575494,25.034424,2500,"high"
"1144",121.51382,25.044099,5000,"high"
"1145",121.537948,25.051784,3365.384615,"low"
"1146",121.518632,25.063606,1451.612903,"low"
"1147",121.509179,25.028374,1450,"high"
"1148",121.523746,25.045626,1538.461538,"high"
"1149",121.525764,25.086654,2347.826087,"low"
"1150",121.521814,25.052535,1718.75,"low"
"1151",121.524658,25.035516,4878.04878,"high"
"1152",121.550678,25.039158,5500,"high"
"1153",121.522755,25.064856,1666.666667,"high"
"1154",121.514892,25.046201,1818.181818,"high"
"1155",121.524659,25.023391,1428.571429,"high"
"1156",121.538855,25.078913,3703.703704,"high"
"1157",121.553298,25.047912,4000,"high"
"1158",121.59081,25.08092,1660.377358,"medium"
"1159",121.51166,25.054089,1000,"low"
"1160",121.52906,25.096419,5263.157895,"low"
"1161",121.526521,25.118856,1724.137931,"low"
"1162",121.526521,25.118856,2857.142857,"low"
"1163",121.521924,25.079789,5600,"low"
"1164",121.517264,25.044729,9444.444444,"high"
"1165",121.54156,25.078606,1728,"high"
"1166",121.522782,25.066854,3030.30303,"high"
"1167",121.522782,25.066854,3016.304348,"high"
"1168",121.558111,25.048117,2058.823529,"low"
"1169",121.558111,25.048117,4285.714286,"low"
"1170",121.53285,25.015886,5454.545455,"high"
"1171",121.522373,25.052663,3846.153846,"high"
"1172",121.568494,25.05737,1766.666667,"low"
"1173",121.515671,25.033582,4000,"high"
"1174",121.553298,25.047912,2291.666667,"high"
"1175",121.497926,25.025835,666.6666667,"low"
"1176",121.565242,25.041292,2636.363636,"high"
"1177",121.552583,25.031251,3333.333333,"high"
"1178",121.504713,25.031391,1714.285714,"low"
"1179",121.595306,25.054883,3200,"low"
"1180",121.539794,25.058057,3600,"high"
"1181",121.559289,25.032233,2678.571429,"high"
"1182",121.52359,25.054858,2000,"high"
"1183",121.50887,25.046011,2903.225806,"low"
"1184",121.537948,25.051784,1000,"high"
"1185",121.539351,25.000381,2500,"medium"
"1186",121.553298,25.047912,1018.518519,"low"
"1187",121.524659,25.023391,7142.857143,"high"
"1188",121.539351,25.000381,677.4193548,"medium"
"1189",121.557111,25.060134,2200,"low"
"1190",121.557644,25.047772,5000,"high"
"1191",121.612784,25.068946,4328.358209,"medium"
"1192",121.549417,25.03109,4407.407407,"high"
"1193",121.552583,25.031251,2702.702703,"high"
"1194",121.55215,25.034735,2222.222222,"high"
"1195",121.544127,25.033562,2130.681818,"high"
"1196",121.533245,25.04458,3142.857143,"low"
"1197",121.54399,25.041391,4857.142857,"high"
"1198",121.550678,25.039158,6400,"high"
"1199",121.550678,25.039158,6250,"high"
"1200",121.552872,25.040578,6666.666667,"high"
"1201",121.518632,25.063606,2200,"low"
"1202",121.558111,25.048117,2125,"low"
"1203",121.524659,25.023391,5000,"high"
"1204",121.552583,25.031251,4250,"high"
"1205",121.522373,25.052663,2500,"high"
"1206",121.542028,25.047496,1353.333333,"high"
"1207",121.544882,25.038231,5200,"high"
"1208",121.548478,25.047618,6533.333333,"high"
"1209",121.547798,25.024482,3666.666667,"high"
"1210",121.53338,25.042029,3000,"high"
"1211",121.554355,25.031859,6000,"high"
"1212",121.557644,25.047772,2000,"low"
"1213",121.538855,25.078913,4545.454545,"high"
"1214",121.59081,25.08092,1293.800539,"medium"
"1215",121.547798,25.024482,2000,"high"
"1216",121.553298,25.047912,4000,"high"
"1217",121.55643,25.058239,3157.894737,"low"
"1218",121.559289,25.032233,1800,"high"
"1219",121.577392,25.047274,1444.444444,"high"
"1220",121.537948,25.051784,2678.571429,"low"
"1221",121.53338,25.042029,6428.571429,"high"
"1222",121.554355,25.031859,4487.179487,"high"
"1223",121.55643,25.058239,5000,"low"
"1224",121.549185,25.031523,2285.714286,"high"
"1225",121.549185,25.031523,4000,"high"
"1226",121.550928,25.051424,2428.571429,"low"
"1227",121.550928,25.051424,2428.571429,"low"
"1228",121.528652,25.024416,10588.23529,"high"
"1229",121.524659,25.023391,7222.222222,"high"
"1230",121.546008,25.044847,6666.666667,"high"
"1231",121.546008,25.044847,4400,"high"
"1232",121.544127,25.033562,6000,"high"
"1233",121.543792,25.032595,3920,"high"
"1234",121.537948,25.051784,3000,"low"
"1235",121.553298,25.047912,2272.727273,"high"
"1236",121.505547,25.034076,2521.73913,"high"
"1237",121.53338,25.042029,3375,"high"
"1238",121.52359,25.054858,4000,"high"
"1239",121.590816,25.06663,699.4047619,"medium"
"1240",121.556846,25.029444,2333.333333,"high"
"1241",121.590816,25.06663,500,"medium"
"1242",121.590816,25.06663,625,"medium"
"1243",121.549328,25.047842,4166.666667,"low"
"1244",121.567043,25.033241,2300,"high"
"1245",121.567043,25.033241,2300,"high"
"1246",121.546008,25.044847,6000,"high"
"1247",121.544882,25.038231,5263.157895,"high"
"1248",121.529727,25.033236,5500,"high"
"1249",121.576025,25.048984,1250,"high"
"1250",121.568704,25.04465,2033.333333,"high"
"1251",121.561134,25.030699,2400,"high"
"1252",121.554355,25.031859,4375,"high"
"1253",121.559719,25.031618,2000,"high"
"1254",121.54399,25.041391,12000,"high"
"1255",121.530307,25.048402,1400,"high"
"1256",121.538855,25.078913,3291.666667,"high"
"1257",121.522373,25.052663,1818.181818,"high"
"1258",121.515671,25.033582,1201.342282,"high"
"1259",121.525585,25.038065,4775.280899,"high"
"1260",121.546008,25.044847,6666.666667,"high"
"1261",121.557644,25.047772,3000,"high"
"1262",121.544127,25.033562,2000,"high"
"1263",121.548478,25.047618,2666.666667,"high"
